id,collection,dc.contributor.author[],dc.date.issued[],dc.description.abstract[],dc.description.audio[],dc.description[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[],dc.relation.isformatof[],dc.subject[],dc.title.alternative[],dc.title[],dc.type[]
"44687","1813/42947","Piper, Adrian","2/27/1992",,"1_pi108jle||1_whq1s2br","Recorded in Ithaca, NY by Cornell University., Sponsored by: Philosophy Students Association,Rose Goldsen Fund,Ethics and Public Life Program,Society for the Humanities,Sage School of Philosophy., Speaker(s): Wellesley College., Lecture, February 27, 1992, 4:30 pm, Room D, Goldwin Smith Hall.||87 minutes","http://hdl.handle.net/1813/43525",,"en_US","3604446",,"Theorizing race and racism.","Xenophobia and Kantian rationalism","Sound"
"44686","1813/42947","Biden, Joseph R.","4/19/1991",,"1_22i7gwx7||1_csejdw0w","Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell Law School,Cornell Public Interest Law Union,Vice Provost Office,Institute of Public Affairs,Law Student Association,Prison Project,Community and Rural Development Institute,Civil Liberties Union,Eco-Justice,Africana Studies and Research Center,Black Law Students Association,N.Y.S. Bar Association,A.B.A., Speaker(s): U.S. Senator, Chair, U.S. Senate Judiciary Committee., Lecture, April 19, 1991, 8:00 pm, Moot Court Room, Myron Taylor Hall.||92 minutes","http://hdl.handle.net/1813/43524",,"en_US","3603717",,"Preserving fair process for indigent criminal defendents in an overloaded system.","Equal justice under the law","Sound"
"44685","1813/42947","Tobias, Sheila","2/13/1991",,"1_q5dcm9k0||1_6du5qg3m","Recorded in Ithaca, NY by Cornell University., Sponsored by: Women's Studies., Speaker(s): Founder of Cornell's Women Studies Program., Lecture, February 13, 1991, 12:00 pm, 394 Uris Hall.||70 minutes","http://hdl.handle.net/1813/43523",,"en_US","3603786",,,"Schlafly phenomenon","Sound"
"44684","1813/42947","Bhutto, Benazir, 1953-2007","1/31/1991",,"1_thr3aew5||1_dwyy5ldq","Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell University Program Board,Center for International Studies,Sigma Phi Fraternity,Division of Campus Life,Cornell United Religious Works,Asian Studies, Dept. of,South Asia Program,Women's Studies Program,Program on International Development and Women,Pakistan Students Association., Speaker(s): Former Prime Minister of Pakistan, author of Policy in Perspective and Daughter of Destiny., Lecture, January 31, 1991, 8:00 pm, Bailey Hall.||51 minutes","http://hdl.handle.net/1813/43522",,"en_US","3603750",,"James Norris Oliphant distinguished speakers.","[Benazir Bhutto speaks at Cornell.]","Sound"
"44683","1813/42947","Hays, K. Michael","10/17/1990",,"1_n265nfd9||1_zs0mvcmk","Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, Department of., Speaker(s): Doctor of Philosophy, MIT., Lecture, October 17, 1990, 5:30 pm, 120 Baker Laboratory.||77 minutes","http://hdl.handle.net/1813/43521",,"en_US","3603543",,"Preston H. Thomas memorial lectures.","Ideology and the production of meaning","Sound"
"44710","1813/42947","Ungers, O. M. (Oswald Mathias)","5/7/1978",,"1_joqtbabd||1_yz0efut3","Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, Department of., May 7, 1978.||","http://hdl.handle.net/1813/43547",,"en_US","3602692",,"Preston H. Thomas memorial lectures.","Ungers on architecture","Sound"
"44709","1813/42947","Green, Andrea","5/1/1995",,"1_04wuvrku||1_eumvcc6x||1_550jh2qc","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): Practicing psychoanalyst., Lecture, May 1, 1995, 4:30pm, Goldwin Smith D.||100 minutes","http://hdl.handle.net/1813/43546",,"en_US","3605552",,,"The scene, an uninhabited island (on The Tempest)","Sound"
"44708","1813/42947","Lanzmann, Claude||Murray, Timothy||Rodowick, David Norman||Weiss, John Hubbel||LaCapra, Dominick, 1939-||Furman, Nelly||Buck-Morss, Susan||Brinkley, Anthony","4/27/1995",,"1_w4gyq5a3||1_fviiiv39||1_h0rczolf","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities,Cornell Cinema,Romance Studies, Department of,German Studies, Department of,History, Department of,Jewish Studies Program., Speaker(s): Noted French filmmaker (Shoah, Tsahal), Clark Fellow (Cornell)., Panel, April 27, 1995, 4:30pm, HEC Aud., GS.||106 minutes","http://hdl.handle.net/1813/43545",,"en_US","3605550",,,"A discussion with Claude Lanzmann about his films","Sound"
"44707","1813/42947","Glass, Philip","4/19/1995",,"1_0dxj1b8g||1_wbh0owx4","Recorded in Ithaca, NY by Cornell University., Sponsored by: Music, Department of,Rose K. Goldsen Fund: Images in Society,Cornell Cinema,Architecture, Art and Planning, College of., Speaker(s): Internationally acclaimed composer and musician., Lecture, April 19, 1995, 8:00pm, Barnes Hall.||77 minutes","http://hdl.handle.net/1813/43544",,"en_US","3605543",,,"Phillip Glass discusses his work in theater and opera","Sound"
"44706","1813/42947","Beidao, 1949-||Lazer, Hank||Gunther, Robin||Zhen, Zheng||Huang, Yunte","3/31/1995","After four local scholars read one poem each by Bei Dau in English, the author reads his work in the original Chinese. Huang discusses the acceptance and interpretation of this and other Chinese poetry in the United States. Gunther comments on the body as a metaphor both within and without poetry. Zheng speaks on the course of general trends in contemporary Chinese poetry. Lazer elaborates on the visual structure of Chinese poetry in its original characters versus English translations (see handouts).","1_d7eof0uk||1_vkvpwomp||1_lktxqp6j","Recorded in Ithaca, NY by Cornell University., List of poems read by Bei Dao (list in English), Handouts to accompany Lazer's talk: Five poems by Che Qianzi (in Chinese and with English translations)., Sponsored by: University Lectures Committee,Society for the Humanities,Cornell Council for the Arts,Office of the Dean, College of Arts and Sciences,Comparative Literature, Department of,English, Department of,German Studies, Department of,Romance Studies, Department,Theatre Arts, Department of,Africana Studies and Research Center,Asian-American Studies Program,Creative Writing Program, Department of English,East Asia Program,Hispanic-American Studies Program,Women's Studies Program., Speaker(s): Dao is a Chinese poet. Huang is from SUNY-Buffalo. Zhen, Gunther and Lazer are from the University of Alabama., Reading and Panel, March 31, 1995, 8:00pm, HEC Aud., Goldwin Smith.||102 minutes","http://hdl.handle.net/1813/43543",,"en_US","3605514",,"Past, present, future tense: a conference on contemporary poetry.","Bei Dao and contemporary chinese poetry","Sound"
"44705","1813/42947","Nasr, Seyyed Hossein","9/22/1994","In this second in a series of three lectures, Nasr first discusses the presence of calligraphy in Islamic art, as well as the extensive use of complex geometry in design. He then introduces the topic of hierarchy in Islamic art, noting that, as in the West, architecture is preeminent, while art that is closest to the individual, such as clothing, is secondary. He notes that Islamic architecture's primary function is to promote quiet or peace.","1_rf21ee7j||1_6gu8c5r0||1_5xr6sgkg","Recorded in Ithaca, NY by Cornell University., Sponsored by: Near Eastern Studies, Department of,History of Art, Department of., Speaker(s): University Professor of Islamic Studies, George Washington University, Andrew D. White Professor-at-Large, Cornell., Lecture, September 22, 1994, 4:30pm, 374 Rockefeller Hall.||137 minutes","http://hdl.handle.net/1813/43542",,"en_US","3605332",,"The philosophy and meaning of art in Islam.","The hierarchy of Islamic arts","Sound"
"44704","1813/42947","Colomina, Beatriz","10/26/1993","Colomina examines the interplay between high and mass culture, and the influence of that interaction, along with the advertising techniques of the technological revolution, on modern architecture.","1_abu1ayv2||1_473gyghn","Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, Art and Planning, College of,Architecture Department., Speaker(s): Professor of architecture, Princeton University., Lecture, October 26, 1993, 5:30 pm, 200 Baker Laboratory.||73 minutes","http://hdl.handle.net/1813/43541",,"en_US","3605219",,"Publicity and privacy: modern architecture as mass media.|Preston H. Thomas memorial lectures.","Modern architecture and the mass media","Sound"
"44703","1813/42947","Hascup, George","6/12/1993","In his seminar, part of the 1993 Alumni Weekend, Hascup discusses various locations or structures on the Cornell campus which exhibit good design principles. Some of these locations include the Arts Quad, the Johnson Art Museum, the McGraw clock tower at Uris Library, the Law School buidlings, and the Performing Arts Center.","1_u0elfog1||1_3325b07j","Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Achitecture, Art and Planning., Speaker(s): Professor of architecture, Cornell., Lecture, June 12, 1993.||83 minutes","http://hdl.handle.net/1813/43540",,"en_US","3604984",,"Alumni reunion weekend.","What is good design, and do we see any on the Cornell campus?","Sound"
"44702","1813/42947","Vonnegut, Kurt","4/20/1993","Speaking to a capacity audience of over 2,000 people at Bailey Hall, a congenial and unrestrained Vonnegut expresses opinions on such varied topics as the importance of community, social justice, literature, the weather, educational reform, war, censorship, technology, TM, Charles Manson, and Perry Mason. He also reccounts his experiences as a Cornell undergraduate in the 1940s.","1_u38is2wp||1_i1p398sn","Recorded in Ithaca, NY by Cornell University., Sponsored by: Spencer T. and Ann W. Olin Foundation., Speaker(s): Novelist., Address, April 20, 1993.||66 minutes","http://hdl.handle.net/1813/43539",,"en_US","3604914",,"Spencer T. and Ann W. Olin lectures.","How to get a job like mine","Sound"
"44701","1813/42947","Meier, Richard","10/29/1992","Meier discusses the role of light in arhictecture, citing his own architecture in particular. He discusses the different aspects of architecture for different kinds of buidlings, focusing especially on museums. He analyzes the relationship between landscape and architecture, and concludes that space, light, and form are the heart of architecture.","1_j7qf7bd1||1_f4e18j5q","Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, College of,Trustee Council, Cornell University., Speaker(s): Architect., Lecture, October 29, 1992.||47 minutes","http://hdl.handle.net/1813/43538",,"en_US","3604366",,"Trustee Council Weekend events.","Light, space and form: the heart of architecture","Sound"
"44700","1813/42947","Denes, Agnes","10/14/1992","In this lecture, delivered during a retrospective of her work at the Johnson Art Museum at Cornell, Fall 1992, Denes reflects on themes of her work as a visual artist such as mapping the invisible, mapping thoughts, the discovery of truth, reality and misconception. Specific works described include her Pyramid Series, in which she translates Pascal's triangle into visual form, Tree Mountain, and Wheat Field.","1_9h6tr2y4","Recorded in Ithaca, NY by Cornell University., Sponsored by: Art, Department of,Johnson Museum of Art., Speaker(s): Visual artist, a retrospective of whose work is on exhibit at the Johnson Museum of Art, Fall 1992., Lecture, October 14, 1992.||75 minutes","http://hdl.handle.net/1813/43537",,"en_US","3603352",,"Nancy G. Dickenson visiting artist lectures.","Mapping the invisible","Sound"
"44699","1813/42947","Derrida, Jacques","10/7/1992","Derrida examines the concept of death and of Dasein as analyzed by Heidegger in his his text Being and Time. In exploring the various constructions of death, he incorporates linguistical analyses as well as a comparison to other domains such as anthropology and history. He also argues that, although Heidegger denies the link, his analysis is not possible without a Judeo-Christian concept of death","1_zxhg8lmg||1_lvwm4ijh||1_2shil25z||1_4p8uqitr","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): Professor of the History of Philosophy, Ecole des Hautes Etudes en Sciences Sociales, Paris, Former A.D. White Professor-At-Large., Lecture, October 7, 1992.||138 minutes","http://hdl.handle.net/1813/43536",,"en_US","3602653",,,"Is my death possible? (part II)","Sound"
"44698","1813/42947","Derrida, Jacques","10/6/1992","Derrida attempts to more closely define death and some of the semantics that surround it. Quoting extensively from Heiddeger, he discusses the limitations on knowledge of death and death's transferable, ever-pervasive property. NOTE: Speaker pauses in the first few moments of the lecture while a P.A. problem is corrected. 2-3 minutes of associated hum on the tape is quickly corrected.","1_xqmipl6k||1_6rugmc2x||1_6kt7w2el","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): Professor of the History of Philosophy, Ecole des Hautes Etudes en Sciences Sociales, Paris, Former A.D. White Professor-At-Large., Lecture, October 6, 1992.||107 minutes","http://hdl.handle.net/1813/43535",,"en_US","3602643",,,"Is my death possible? (part I)","Sound"
"44697","1813/42947","Appiah, Anthony","4/13/1992",,"1_zt0tbbl9||1_qz8cfpvf","Recorded in Ithaca, NY by Cornell University., Sponsored by: Rose Goldsen Fund,Ethics and Public Life Program,Gradaute Student Activities Funding Committee,Society for Humanities,Sage School of Philosophy., Speaker(s): Afro-American Studies, Harvard University., Lecture, April 13, 1992, 4:30 pm, Lecture Room D, Goldwin Smith Hall.||87 minutes","http://hdl.handle.net/1813/43534",,"en_US","3604195",,"Theorizing race and racism.","My father's house","Sound"
"44696","1813/42947","Edwards, Melvin","4/11/1992",,"1_wpulqgi0||1_kp8su45w","Recorded in Ithaca, NY by Cornell University., Sponsored by: Minority Organization of Architecture, Art and Planning., Speaker(s): Rutgers University., Lecture, April 11, 1992, 2:00 pm, 115 Tjaden Hall.||75 minutes","http://hdl.handle.net/1813/43533",,"en_US","3604223",,"Actual American city: cultural visions and perspectives.","Art in architecture: the relationship of art to architecture from a cultural perspective","Sound"
"44695","1813/42947","Chavez, Cesar, 1927-1993","4/8/1992",,"1_r2h6duld||1_5gw2pcbp","Recorded in Ithaca, NY by Cornell University., Sponsored by: La Asociacion Latina,Student Activities Finance Commission,College of Industrial and Labor Relations,Protestant Cooperative Ministry,Provost Malden Nesheim., Speaker(s): President and founder, United Farm Workers., Lecture, April 8, 1992, 8:00 pm, 200 Baker Laboratory.||75 minutes","http://hdl.handle.net/1813/43532",,"en_US","3604197",,,"No Grapes","Sound"
"44694","1813/42947","Gilman, Sander L.","4/5/1992",,"1_eaz3v6b2||1_o0r5ln25","Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): The closing panel was made up of various speakers from the conference., Panel, April 5, 1992, 3:45 pm, 115 Tjaden Hall.||90 minutes","http://hdl.handle.net/1813/43531",,"en_US","3604200",,"Architecture, memory, Holocaust: a symposium and exhibit.","Architecture, memory, Holocaust: closing remarks","Sound"
"44693","1813/42947","O'Neil, Shayne","4/5/1992",,"1_v2mpybkp","Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Architect, professor of architecture, Massachusettes Institute of Technology., Lecture, April 5, 1992, 3:40 pm, 115 Tjaden Hall.||66 minutes","http://hdl.handle.net/1813/43530",,"en_US","3604158",,"Architecture, memory, Holocaust: a symposium and exhibit.","Autonomous art after Auschwitz: difficulty versus density","Sound"
