100,245,511,505,700,518,IsBarnes,Location,formatted_date,formatted_title,Original Folder Name,New Folder Name
,00$aCornell University jazz ensembles.,"0\$aCornell University Jazz Ensembles ; Paul Merrill, director ; with guest Steve Brown, guitarist, composer, arranger.","00$t'Deed I do /$rWalter Hirsch, Fred Rose ; arr. John Clayton --$tSweet angel /$rSteve Brown (Magdaline Lawhorn, vocals) --$tOrange colored sky /$rMilton DeLugg, Willie Stein ; arr. Roger Holmes (Ms. Lawhorn) --$tGroovin' for Nat /$rErnie Wilkins ; arr. Steve Brown --$tLike this /$rBarry Harris ; trans. Mike Solazo ; arr. Steve Brown --$tRepetition /$rNeal Hefti ; arr. Steve Brown --$tTadd /$rBarry Harris ; arr. Jimmy Heath ; trans. Steve Brown --$tThey can't take that away from me /$rGeorge and Ira Gershwin ; arr. Ray Brown --$tFour on six /$rWes Montgomery ; arr. Steve Brown --$tPiece of cake /$rSteve Brown --$tTwo birds, one stone /$rSteve Brown --$tDarn that dream /$rJimmy Van Heusen ; arr. Ray Brown --$tOutstanding /$rSteve Brown.","1\$aMerrill, Paul.;1\$aBrown, Steve$c(Composer)","\\$oRecorded$d2009 December 5,$pBailey Hall, Cornell University.",FALSE,Bailey,12/5/09 0:00,Cornell University jazz ensembles.,,
,00$aCornell University Wind Ensemble ; Cornell Symphony Orchestra.,"0\$aCornell University Wind Ensemble ; Cynthia Johnston Turner, conductor ; Cornell Symphony Orchestra ; Chris Younghoon Kim, conductor.","00$tLas campanas : (2009) /$rStephen Michael Grye --$t""The gumsucker's"" march : (1942) /$rPercy Aldridge Grainger ; ed. Mark Rogers --$tO magnum mysterium : (2003) /$rMorten Lauridsen ; trans. H. Robert Reynolds --$tSymphonic dances, from West Side Story : (1967).$tThe prologue--somewhere--scherzo--mambo--cha-cha--meeting scene--cool--rumble--finale /$rLeonard Bernstein ; trans. Paul Lavender --$tFrom Spanisches Liederbuch.$tIn dem Schatten meiner locken ;$tBedekt mich mit Blumen ;$tHerr, was tr{uml}agt der Boden hier ;$tDie ihr schwebet um diese Palmen ;$tAlle gingen, Herz, zur Ruh ;$tK{uml}opfchen, K{uml}opfchen, nicht gewimmert ;$tTief im Herzen trag' ich Pein ;$tSie blasen zum Abmarsch /$rHugo Wolf ; orch. Steven Stucky (Judith Kellock, soprano ; Emilie Simoneau, alto) --$tSymphonic dances, op. 45 (194).$tNon allegro ;$tAndante con moto (tempo di valse) ;$tLento assai /$rSergei Rachmaninoff.","1\$aJohnston Turner, Cynthia,$econductor.;1\$aKim, Chris Younghoon,$econductor.","\\$oRecorded$d2009 December 6,$pBailey Hall, Cornell University.",FALSE,Bailey,12/6/09 0:00,Cornell University Wind Ensemble ; Cornell Symphony Orchestra.,,
,00$aStudent chamber music recital.,0\$aVarious performers.,"00$tFrom Petite suite, for piano four hands :$tEn bateau ;$tBallet /$rClaude Debussy (Vivian Li, Solveig Imsdahl, piano) --$tFrom Suite for two violins and pianos, op. 74 :$tAllegro moderato /$rMoritz Moszkowski (Yipu Wang and Jenna Chaffee, violins ; John Seregos, piano) --$tFrom Terzetto in C major, op. 74 :$tScherzo: vivace ;$tTema con variazioni: poco adagio--molto allegro /$rAnton{acute}in Dvor{acute}ak (Marit Imsdahl and Arisa Ema, violins ; Joseph Lin, viola) --$tFrom String quartet in F minor, op. 80 :$tAllegro vivace assai ;$tAllegro assai /$rFelix Mendelssohn (Stephanie Chu and Katerina Jeng, violins ; Mikhail Grinwald, viola ; John Haines-Eitzen, cello) --$tPiano quintet in G minor, op. 57.$tPrelude: lento ;$tFugue: adagio ;$tScherzo: allegretto ;$tIntermezzo: lento ;$tFinale: allegretto /$rDmitri Shostakovitch (Daniel Anastasio, piano ; Alexandra Gribizis and Mallor Matsumoto, violins ; Alexander Hallenbeck, viola ; Lawren Wooten, cello).",,"\\$oRecorded$d2009 December 8,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/8/09 0:00,Student chamber music recital.,2009128_Student_Chamber_Music_Recital,
"1\$aDuncan, Stuart Paul.","10$aD. M. A. recital, Stuart Paul Duncan, composer.","0\$aStuart Paul Duncan, composer","00$tPleiades : (2007)$r(Joseph Lin, violin ; Kate Wilkinson, cello ; Blaise Bryski, piano) --$t501.567nm : (2005)$r(Eric Nathan, trumpet) --$tL'ange qui descend : (2009)$r(Angela Early, violin ; Damien Mahiet, piano) --$tFractured Horizon : (2009)$r(Greg Weisbrod, oboe ; Daniel Anastasio, piano) --$t777.539nm : (2005)$r(Jennifer Wilhelms, flute) --$tThree songs (Rainer Maria Rilke) : (2009).$tLament I ;$tNight ;$tLament II$r(Danya Kotak, soprano ; John Haines-Eitzen, cello ; Blaise Bryski, piano).",,"\\$oRecorded$d2009 December 12,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/12/09 0:00,"D. M. A. recital, Stuart Paul Duncan, composer.",20091212_D.M.A_Recital_Stuart_Paul_Duncan,
,00$aGuest ensemble :$bbrave new works,"0\$aChris Younghoon Kim, conductor.","00$tDances in checkered shade.$tWillow step ;$tInterlude :$tcatbird ;$tSkip-and-glide ;$tInterlude :$tserpent ;$tShadow catch /$rDaniel S. Godfrey --$tEnfants de mon silence, para soprano y 8 instrumentos /$rTomas I. Gueglio-Saccone --$tKaguyama dance, for viola and piano /$rMoto Osada --$tNight song /$rKevin Ernste --$tBetter than music /$rJung Sun Kang --$tChanning fragments /$rRobert Morris.","1\$aKim, Chris Younghoon,$econductor.","\\$oRecorded$d2010 January 29,$pBarnes Hall, Cornell University.",TRUE,Barnes,1/29/10 0:00,Guest ensemble: brave new works,20100129_Brave_New_Works,
,00$aCornell Contemporary Chamber Players.,"0\$aCornell Contemporary Chamber Players ; Peter Fahey, Amit Gilutz, Takuma Itoh, Jesse Jones, and Eric Nathan, directors.","00$tMusic for alto saxophone, tenor saxophone and trumpet : (2009) /$rCharles Cacioppo (Andrew Liebermann, alto saxophone ; Mark Kraszewski, tenor saxophone ; Nikola Tomic, trumpet) --$tPhantasma : (2006) /$rJesse Jones (Julia Nilson, cello) --$tThree by three : (2009) /$rEric Nathan (Xak Bjerken, piano) --$tAlice in wonderland : (2009).$tThe white rabbit, down the hole ;$tTweedledum and tweedledee, the white queen ;$tMad hatter ;$tThe queen of hearts /$rTaylan Cihan (Wendy Richman, viola).",,"\\$oRecorded$d2010 January 31,$pBarnes Hall, Cornell University.",TRUE,Barnes,1/31/10 0:00,Cornell Contemporary Chamber Players.,0100131_Graduate_Works,
,00$aStudent recital.,"0\$aDaniel Anastasio, piano with Bee-Seon Keum, violin.","00$tSonata in D major, K. 576.$tAllegro ;$tAdagio ;$tAllegretto /$rWolfgang Amadeus Mozart --$tIntermezzo in A-flat major /$rFrancis Poulenc --$tFrom Fantasie in C major, op. 17 :$tDurchaus phantastisch und leidenschaftlish vorzutragen /$rRobert Schumann --$tSonata in C minor, Hob XVI: 20.$tModerato ;$tAndante con moto ;$tAllegro /$rJoseph Haydn --$tViolin sonata no. 1 in F minor, op. 80.$tAndante assai ;$tAllegro brusco ;$tAndante ;$tAllegrissimo /$rSergei Prokofiev.","1\$aAnastasio, Daniel,$eperformer.;1\$aKeum, Bee-Seon,$eperformer.","\\$oRecorded$d2010 February 4,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/4/10 0:00,Student recital.,20100204_Anastasio,
,"00$aXak Bjerken, piano, Miri Yampolsky, piano, with Richard Faria, clarinet.","0\$aXak Bjerken, piano ; Miri Yampolsky, piano ; with Richard Faria, clarinet.","00$tSonata in F minor for clarinet and piano, op. 120, no. 1.$tAllegro appassionato ;$tAndante un poco adagio ;$tAllegretto grazioso ;$tVivace /$rJohannes Brahms (Ms. Yampolsky and Mr. Faria) --$tLibellula maccanica = (""Mechanical dragonfly"") : (2005) /$rEsa-Pekka Salonen --$tBallade nos. 2 and 3 /$rFr{acute}ed{acute}eric Chopin (Mr. Bjerken) --$tRomance in F-sharp major, op. 28, no. 2 /$rRobert Schumann --$tThree by three : (2009).$tMoto perpetuo, presto ;$tLontano ;$tVivace, molto robusto /$rEric Nathan (Mr. Bjerken) --$tSonata in E-flat major for clarinet and piano, op. 120, no. 2.$tAllegro amabile ;$tAllegro appassionato ;$tAndante con moto--allegro /$rBrahms (Ms. Yampolsky and Mr. Faria).","1\$aBjerken, Xak,$eperformer.;1\$aYampolsky, Miri,$eperformer.;1\$aFaria, Richard,$eperformer.","\\$oRecorded$d2010 February 6,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/6/10 0:00,"Xak Bjerken, piano, Miri Yampolsky, piano, with Richard Faria, clarinet.",,
,"00$aCornell University Jazz Ensemble, Gussman Sextet, John Nam, piano.","0\$aCornell University Jazz Ensemble ; Gussman Sextet ; Paul Merrill, director ; with guest artist John Nam, piano.",00$tSplanky /$rNeal Hefti ; arr. Sammy Nelson ; adapted Merrill --$tMy funny valentine /$rRichard Rogers and Lorenz Hart ; arr. Merrill --$tDreamsville /$rHenry Mancini ; arr. Joe Kaczorowski --$tOut of the night came you /$rHorace Silver ; arr. Steve Brown --$tIt's love /$rMel Rhyne ; arr. Steve Brown --$tNew autumn /$rHarold Danko ; arr. Merrill --$tThe aerialist /$rChick Corea ; arr. John Wilson.,"1\$aMerrill, Paul,$d1972-$eperformer.;1\$aNam, John,$eperformer.","\\$oRecorded$d2010 February 14,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/14/10 0:00,"Cornell University Jazz Ensemble, Gussman Sextet, John Nam, piano.",20100214_CU_Jazz,
"1\$aSchumann, Robert,$d1810-1856.","00$aChi-Chen Wu, piano, with guest Nicholas DiEugenio, violin.","0\$aChi-Chen Wu, piano ; with guest Nicholas DiEugenio, violin.","00$tSonata f{uml}ur Pianoforte und Violine in A minor, op. 105.$tMit leidenschaftlichem Ausdruck ;$tAllegretto ;$tLebhaft --$tFantasiest{uml}ucke, op. 12.$tDes Abends ;$tAufschwung ;$tWarum? ;$tGrillen ;$tIn der Nacht ;$tFabel ;$tTraumeswirren ;$tEnde vom Lied --$tGrosse Sonate f{uml}ur Violine und Pianoforte in D minor, op. 121.$tZiemlich langsam--lebhaft ;$tSehr lebhaft ;$tLeise, einfach ;$tBewegt.","1\$aWu, Chi-Chen,$eperformer.;1\$aDiEugenio, Nicholas,$d1981-$eperformer.","\\$oRecorded$d2010 February 21,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/21/10 0:00,"Chi-Chen Wu, piano, with guest Nicholas DiEugenio, violin.",20100221_Wu_DiEugenio,
,"00$aDorian Bandy, baroque violin and viola, Martin K{uml}uster, harpsichord, Mat Langlois, baroque flute.","0\$aDorian Bandy, baroque violin and viola ; Martin K{uml}uster, harpsichord ; Mat Langlois, baroque flute.","00$tSonata in E minor for flute and basso continuo.$tAdagio, ma un poco andante ;$tArioso, un poco allegro ;$tPresto /$rFranz Benda --$tSonata in F, from sei sonate per il cembalo solo : (Berlin, 1757).$tAllegretto ;$tLarghetto ;$tAllegro /$rGeorg Benda --$tSonata in G major for violin and basso continuo, BWV 1021.$tAdagio ;$tVivace ;$tLargo ;$tPresto /$rJohann Sebastian Bach --$tTrio sonata in E minor for flute, viola, and basso continuo.$tAllegro spiritoso ;$tAndante ;$tAllegretto /$tJohann Christoph Friedrich Bach.","1\$aBandy, Dorian Komanoff,$eperformer.;1\$aK{uml}uster, Martin,$eperformer.;1\$aLanglois, Mathieu,$eperformer.","\\$oRecorded$d2010 March 1,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/1/10 0:00,"Dorian Bandy, baroque violin and viola, Martin K{uml}uster, harpsichord, Mat Langlois, baroque flute.",20100301_Bandy_Kuster_Langlois,
,"00$aMiri Yampolsky, piano, with guest Ariadne Daskalakis, violin.","0\$aMiri Yampolsky, piano ; with guest Ariadne Daskalakis, violin.","00$tSonata no. 4 in C minor for violin and keyboard, BWV 1017.$tSiciliano ;$tAllegro ;$tAdagio ;$tAllegro /$rJohann Sebastian Bach --$tFour chorales for violin and piano : premiere, commissoned in memory of Susan Alberghini.$tErschienen ist der herrlich Tag = (""Appeared is the splendid day"") ;$tAus tiefer Not schrei ich zu dir = (""From deep affliction I cry out to thee"") ;$tAch Herr, lass dein lieb Engelein = (""Oh Lord, let your dear angels"") ;$tMit Fried und Freud fahr ich dahin = (""With peace and joy I go on my way"") /$rSebastian Gottschick --$tSonata for violin and piano.$tCon moto ;$tBallada ;$tAllegretto ;$tAdagio /$rLeos Jan{acute}acek --$tSonata no. 10 in G major for violin and piano, op. 96.$tAllegro moderato ;$tAdagio espressivo ;$tScherzo: allegro ;$tPoco allegretto /$rLudwig van Beethoven --$tPartita.$tAllegro giusto--ad libitum--largo--ad libitum--presto /$rWitold Lutoslawski.","1\$aYampolsky, Miri,$eperformer.;1\$aDaskalakis, Ariadne,$eperformer.","\\$oRecorded$d2010 March 2,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/2/10 0:00,"Miri Yampolsky, piano, with guest Ariadne Daskalakis, violin.",20100302_Miri_Ariadne,
,00$aCornell University Orchestras.,"0\$aCornell University Orchestras ; Chris Younghoon Kim, conductor.","00$tA Grease fantasy for double bass and string orchestra.$tSolo prelude ;$tThe word ;$tHopelessly devoted ;$tLook at me ;$tThe one that I want /$rNicholas Walker (Nicholas Walker, double bass) --$tConcerto for oikos.$tWhile you were busy ;$tSleep ;$tLa la la /$rMaurice Chammah (Oikos: Lauren Meador, viola ; Isabelle Cutting, cello ; Dana Billings, drums ; Kevin Harper, sound ; Maurice Chammah, violin, vocals, piano, guitar) --$tSerenade in E major, op. 22.$tModerato ;$tTempo di valse ;$tScherzo ;$tLarghetto ;$tFinale /$rAnton{acute}in Dvor{acute}ak --$tZigeunerweisen, op. 20 = (""Gypsy airs"") /$rPablo de Sarasate (Aaron Wexler, violin) --$tSymphony no. 1 in E minor, op. 39/$tAndante, ma non troppo ;$tAndante (ma non troppo lento) ;$tScherzo ;$tFinale (quasi una fantasia) /$rJean Sibelius.","1\$aKim, Chris Younghoon,$eperformer.","\\$oRecorded$d2010 March 7,$pBailey Hall, Cornell University.",FALSE,Bailey,3/7/10 0:00,Cornell University Orchestras.,,
,"00$aStudent recital :$bYinuo Tang, piano.","0\$aYinuo Tang, piano.","00$tFrom Nine preludes, op. 1 :$tAndante ma non troppo ;$tModerato /$rKarol Szymanowski --$tFrom Partita no. 2 in D minor, BWV 1004 :$tCiaconna /$rJohann Sebastian Bach --$tMazurka in D major, op. 33, no. 2 ;$tMazurka in A minor, op. 59, no. 1 /$rFr{acute}ed{acute}eric Chopin --$tFrom Venezia e Napoli, S. 162 :$tTarantella /$rFranz Liszt --$tFrom Piano sonata no. 2 in B-flat minor, op. 36 :$tAllegro agitato--meno mosso /$rSergei Rachmaninoff --$tFrom Piano concerto no. 1 in B-flat minor :$tAndante non troppo e molto maestoso /$rPiotr Ilyich Tchaikovsky (Liuyi Tang, orchestral piano).","1\$aTang, Yinuo,$eperformer.","\\$oRecorded$d2010 March 7,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/7/10 0:00,"Student recital: Yinuo Tang, piano.",20100307_Tang,
,"00$aMomenta Quartet, with guest Erik Carlson, violin.","0\$aMomenta Quartet (Emilie-Anne Gendron, violin ; Asmira Woodward-Page, violin ; Stephanie Griffin, viola ; Michael Haas, cello) ; Erik Carlson, violin.","00$tTransfiguraciones : (2006) .$tI ;$tCalmo, pero fluido, cada cosa a su tiempo, expresivo ;$tMuy expresivo, interior, con un aire dolido /$rCergio Prudencio --$tFrom Uma faca s{acute}o l{circ}amina = (""A knife all blade"") : (1998) :$tBridges for solo viola ;$tC-proposition /$rArthur Kampela --$tString quartet no. 1 : (""Montes"") : (2007).$tCity of silence ;$tGate of the moon ;$tMusic and land /$rAgust{acute}in Fern{acute}andez --$tString quartet (2006).$tVery aggressive ;$tTenderly /$rGordon Beeferman --$tMusic in similar motion : (1969) /$rPhilip Glass ; arr. Erik Carlson.","1\$aCarlson, Erik$c(Violinist),$eperformer.","\\$oRecorded$d2010 March 10,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/10/10 0:00,"Momenta Quartet, with guest Erik Carlson, violin.",,
,"00$aCornell Contemporary Chamber Players, Momenta Quartet.","0\$aCornell Contemporary Chamber Players ; Peter Fahey, Amit Gilutz, Takuma Itoh, Jesse Jones, and Eric Nathan, directors ; Momenta Quartet (Emilie-Anne Gendron, violin ; Asmira Woodward-Page, violin ; Stephanie Griffin, viola ; Michael Haas, cello).","00$tString quartet no. 2.$tFantasy ;$tHymn ;$tPresto /$rZachary Wadsworth --$tMusic for string quartet (2010) /$rCharles Cacioppo --$taMBiValence, for amplified string trio and delay : (2009) /$rChristopher Stark --$tFolie {grave}a deux, for string quartet and live electronics : (2010) /$rTaylan Cihan --$tFrom String quartet (2002) :$tIII /$rRyan Gallagher.",,"\\$oRecorded$d2010 March 11,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/11/10 0:00,"Cornell Contemporary Chamber Players, Momenta Quartet.",20100311_CCCP,
,"00$aCU Winds, Cornell Chorale.","0\$aCornell University Wind Ensemble ; Cynthia Johnston Turner, conductor ; Amit Gilutz, assistant conductor ; Cornell Chorale ; Holland Jancaitis, conductor.","00$tArmenian dances (part I) /$rAlfred Reed --$tIrish tune from County Derry /$rPercy Grainger --$tShepherd's hey! /$rGrainger --$tSymphony of psalms.$tI. --$tII. --$tIII. /$rIgor Stravinsky (with the Cornell Chorale ; Mr. Jancaitis, conductor) --$tRusty air in Carolina /$rMason Bates --$tLincolnshire posy.$tLisbon ;$tHorkstow grange ;$tRufford park poachers ;$tThe brisk young sailor ;$tLord Melbourne ;$tThe lost lady found /$rGrainger.","1\$aJohnston Turner, Cynthia,$eperformer.;1\$aGilutz, Amit,$d1983-$eperformer.;1\$aJancaitis, Holland,$eperformer.","\\$oRecorded$d2010 March 13,$pBailey Hall, Cornell University.",FALSE,Bailey,3/13/10 0:00,"CU Winds, Cornell Chorale.",,
,"00$aJudith Kellock, soprano, Xak Bjerken, piano, Joseph Lin, violin, John Haines-Eitzen, cello.","0\$aJudith Kellock, soprano ; Xak Bjerken, piano ; Joseph Lin, violin ; John Haines-Eitzen, cello ; with guests Richard Faria, clarinet ; Heidi Hoffman, cello ; Kenneth Meyer, guitar.","00$tLos ni{tilde}nos, a cycle of texts by Frederico Garcia Lorca.$tTodos las tardes en Granada ;$tDel herido por el agua ;$tBalada del caracol negro ;$tNi{tilde}na ahogada en el pozo ;$tUna ni{tilde}na de agua /$rJesse Jones (Ms. Kellock and Mr. Meyer) --$tDuo for violin and violoncello, op. 7.$tAllegro serioso, non troppo ;$tAdagio ;$tMaestoso e largamente, ma non troppo lento--presto /$rZoltan Kodaly (Mr. Lin and Mr. Haines-Eitzen) --$ta tempest round me, for soprano, clarinet, cello & piano (Walt Whitman) /$rSteven Burke (Ms. Kellock, Mr. Bjerken, Mr. Faria and Ms. Hoffman).","1\$aKellock, Judith,$eperformer.;1\$aBjerken, Xak,$eperformer.;1\$aLin, Joseph,$eperformer.;1\$aHaines-Eitzen, John,$eperformer.;1\$aFaria, Richard,$eperformer.;1\$aHoffman, Heidi,$eperformer.;1\$aMeyer, Kenneth,$eperformer.","\\$oRecorded$d2010 March 14,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/14/10 0:00,"Judith Kellock, soprano, Xak Bjerken, piano, Joseph Lin, violin, John Haines-Eitzen, cello.",20100314_KBLE,
,"00$aXak Bjerken and Blaise Bryski, piano.","0\$aXak Bjerken and Blaise Bryski, piano.","00$tThe rite of spring.$tFirst part: a kiss of the earth ;$tThe augurs of spring ;$tDances of the young girls ;$tRitual of abduction ;$tSpring rounds ;$tRitual of the two rival tribes ;$tPrecession of the oldest and wisest one ;$tThe dance out of the earth ;$tSecond part: the exalted sacrifice ;$tMystic circle of the young girls ;$tThe naming and honoring of the chosen one ;$tEvocation of the ancestors ;$tSacrificial dance /$rIgor Stravinsky --$tLa valse (po{grave}eme chor{acute}eographique), for two pianos : (1920) /$rMaurice Ravel.","1\$aBjerken, Xak,$eperformer.;1\$aBryski, Blaise,$epeformer.","\\$oRecorded$d2010 March 18,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/18/10 0:00,"Xak Bjerken and Blaise Bryski, piano.",20100318_Bjerken_and_Bryski,
,"00$aSenior honors recital, Vivian Li, composer.","0\$aVivian Li, composer.","00$tThe singing bone.$tKill the boar ;$tThe black spear ;$tDrunk and merry ;$tThe wedding march ;$tThe singing bone ;$tFinale /$rVivian Li (Graeme Bailey, narrator ; Liane Moreau, flute ; Ryan Reynolds, oboe ; Kenny Kang, clarinet ; Sarah Furnish, bassoon ; Lori Roy, horn ; Eric Huang, trumpet ; Jeff Gilmour, trombone ; Chris Peratrovich, tuba ; Will Bintzer, percussion ; Tom Weber, percussion ; Ross Hathaway, percussion ; Daniel Anastasio, piano ; Cayenna Ponchione, conductor).","1\$aLi, Vivian.","\\$oRecorded$d2010 April 2,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/2/10 0:00,"Senior honors recital, Vivian Li, composer.",20100402_Senior_Honors_Recital,
