AccessionNumber,ID NUMBER,KALTURA ID,dc.contributor.author 1,dc.contributor.author 2,dc.contributor.author 3,dc.contributor.author 4,dc.contributor.author 5,dc.contributor.author 6,dc.contributor.author 7,dc.contributor.author 8,dc.contributor.other,dc.date.created,dc.description,dc.description.abstract,dc.description.tableOfContents,dc.format.extent,dc.language.iso,dc.subject.lcsh 1,dc.subject.lcsh 2,dc.subject.lcsh 3,dc.subject.lcsh 4,dc.subject.lcsh 5,dc.subject.lcsh 6,dc.subject.other,dc.title,dc.title.alternative,dc.type
3601773,CUL_Lectures_CU_3103_AM_1_1 | CUL_Lectures_CU_3103_AM_1_2 | CUL_Lectures_CU_3103_AM_2_1,1_kl5c8il6 | 1_7gxlg3wa | 1_nha0dxfz,"Weddington, Sarah Ragle","Schlafly, Phyllis",,,,,,,,1989-03-14,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell University Program Board,Sigma Phi Fraternity., Speaker(s): Weddington defended Jane Roe in the landmark Roe vs. Wade Supreme Court case. Schlafly headed the campaign that defeated the ratification of the ERA., Debate, March 14, 1989.",Weddington and Shlafly debate the ethical aspects of abortion and the future of legislation on abortion in the United States. Weddington argues that abortion is a woman's legal and moral right of choice; Shlafly argues that abortion is murder and should be made illegal.,,100 minutes,eng,Abortion--Law and legislation--United States,Abortion--Moral and ethical aspects,Pro-choice movement,Pro-life movement,,,,The future of abortion,,Sound
3601778,CUL_Lectures_CU_3108_AM_1_1,1_vk4hbl66,"Hite, Molly, 1947-","Muratori, Fred, 1951-",,,,,,,,1989-03-16,"Recorded in Ithaca, NY by Cornell University., Sponsored by: English, Department of,Graduate Literature Club., Speaker(s): Hite is a professor of English at Cornell and is the author of ""Class Porn"", Muratori is the author of ""The Possible"" a selection of poems., Reading, March 16, 1989.","Muratori discusses and reads his poems which reflect on perfection v. reality as well as the urgency of time. Hite reads from her new book of fiction, ""Acquired Immunity"".",,,eng,"Hite, Molly, 1947-","Muratori, Fred, 1951-",American poetry--Women authors--20th century,American fiction--20th century,,,1900 - 1999,Molly Hite and Fred Muratori read from their works,Writers at Cornell read.,Sound
3601784,CUL_Lectures_CU_3114_AM_1_1 | CUL_Lectures_CU_3114_AM_1_2 | CUL_Lectures_CU_3114_AM_2_1,1_c5s6gqvx | 1_c1o2gxqm | 1_b8ufg7te,"Carmichael, Stokely, 1941-1998",,,,,,,,,1989-03-29,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Ujamaa Residential College., Speaker(s): Kwame Toure, formerly known as Stokely Carmichael, is the former prime minister of the Black Panthers., Lecture, March 29, 1989.","Toure discusses the ties of black people to Africa, the ways in which they are discriminated against in America through capitalism and oppression, and the need for blacks to unite in a conscious effort to stop injustice.",,150 minutes,eng,African Americans--Africa,"Associations, institutions, etc.--African American membership",Capitalism--United States,Race discrimination--United States,,,,Fulfilling our destiny: self-empowerment in the face of oppression,,Sound
3602403,CUL_Lectures_CU_3117_AM_1_1 | CUL_Lectures_CU_3117_AM_1_2 | CUL_Lectures_CU_3117_AM_2_1,1_2k5p99mn | 1_s928y347 | 1_tw8ohz43,"Glasser, Ira",,,,,,,,,1989-03-30,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Public Interest Law Union,Cornell Civil Liberties Union,Law School., Speaker(s): American Civil Liberties Union Executive Director., Lecture, March 30, 1989.","Explains the historical and political context of civil liberties in the United States. Shows how the Constitution expresses civil rights and how rights are gained. Discusses the political climate surrounding civil rights today, detailing the threats posed by groups like the Moral Majority.",,,eng,Civil rights--United States,Constitutional law,,,,,,The crisis in civil liberties,,Sound
3601796,CUL_Lectures_CU_3128_AM_1_1 | CUL_Lectures_CU_3128_AM_1_2 | CUL_Lectures_CU_3128_AM_2_1,1_ll048b93 | 1_w8yl15jg | 1_t3xi1wkq,"Mailer, Norman",,,,,,,,,1989-04-04,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell University Program Board,Alpha Delta Phi Fraternity., Speaker(s): Pulitzer prize winner, co-founder of The Village Voice, author of The Armies of the Night, The Naked and the Dead, The Executioner's Song, Tough Guys Don't Dance, and other works., Lecture, April 4, 1989.","Mailer talks of his involvement with the group of writers who spoke out against the Ayatollah Khomeni's death threats to Salmon Rushdie and against Walden Books, who pulled Rushdie's book, ""Satanic Verses"", from their shelves. He recounts the meeting between the writers and a group of Black Muslims to come to some understanding of their opposing positions. He tries to convey a sense of what Khomeni's threat symbolized to Western writers.",,,eng,"Rushdie, Salman. Satanic verses",Censorship,Prohibited books,Muslims,"Literature, Modern--20th century",,1900 - 1999,The right to write,,Sound
3601802,CUL_Lectures_CU_3135_AM_1_1 | CUL_Lectures_CU_3135_AM_1_2,1_9ods7bfv | 1_oqr7q4ao,"Lee, Spike",,,,,,,,,1989-04-06,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Africana Studies and Research Center,Third World Programming Board,Theatre Arts, Department of,Council on the Creative and Performing Arts,Pentangle,Cornell Cinema., Speaker(s): Filmmaker, director of ""She's Gotta Have It"" and ""School Daze""., Discussion, April 6, 1989.","Following a screening of ""School Daze,"" Lee answers questions from the audience regarding such issues as his experiences as a black filmaker, his intentions in making the film, and his views on the social and political questions it raises.",,80 minutes,eng,"Lee, Spike",African American motion picture producers and directors,African Americans in motion pictures,,,,,Spike Lee talk about his films,Toni Morrison lectures.|Rose Goldsen memorial lectures.,Sound
3602135,CUL_Lectures_CU_3149_AM_1_1,1_8fz0qytx,"Spero, Nancy, 1926-2009",,,,,,,,,1989-04-08,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Council on the Creative and Performing Arts,See preplec 230., Speaker(s): Painter and collage artist., Lecture, April 8, 1989.","The lecture consists in a roughly chronological slide presentation and explanation of the artist's work. Some of Spero's series and periods covered are her Paris black paintings, Artaud paintings, the war series, the Torture of Women, and wall paintings.",,,eng,"Spero, Nancy, 1926-2009",Feminism and the arts,"Art, American",Art criticism,,,,"Protagonists, victims and sexual diference",Feminist literary theory: is there a possible parallel reading in the visual arts?|Visual feminist discourse.,Sound
3602413,CUL_Lectures_CU_3178_AM_1_1 | CUL_Lectures_CU_3178_AM_1_2 | CUL_Lectures_CU_3178_AM_2_1 | CUL_Lectures_CU_3178_AM_2_2 | CUL_Lectures_CU_3178_AM_3_1 | CUL_Lectures_CU_3178_AM_3_2 | CUL_Lectures_CU_3178_AM_4_1,1_5xiaby1s | 1_4nsv1vvl | 1_46nw6y87 | 1_s9s7g0bi | 1_gbxn03wd | 1_su5b4ms6 | 1_fyap66je,"Farrakhan, Louis",,,,,,,,,1989-04-21,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Ujamaa Residential College,State of Black America., Speaker(s): Leader of the Nation of Islam., Lecture, April 21, 1989.","Louis Farrakhan discusses issues related to freedom of speech, racism in America, the legitimacy of the use of violence for principles of liberty, the problems in American education, the origins of Black civilization, and many other diverse topics. He also answers accusations that he is a hatemonger or an anti-Semite.",,,eng,"Farrakhan, Louis",Race relations--United States,Racism--United States--History,Black power--United States--History,Black race--History,,,Student activism in light of the Willard Straight Takeover,,Sound
3602158,CUL_Lectures_CU_3185_AM_1_1 | CUL_Lectures_CU_3185_AM_1_2 | CUL_Lectures_CU_3185_AM_2_1 | CUL_Lectures_CU_3185_AM_2_2,1_l079mtco | 1_4um1nt8y | 1_aezda17n | 1_9uzydeqt,"hooks, bell, 1952-",,,,,,,,,1989-04-23,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities,See preplec call no 203., Speaker(s): Oberlin College., Lecture, April 23, 1989.","Hooks challenges the intellectual commodification of racial issues and gender issues, stressing the destructive nature of scholarly discourse to those who are oppressed. She finds that white intellectuals, fearful of disempowerment, tend to incorporate challenging issues into intellectual discourse to blur the relationship between races.",,115 minutes,eng,Feminism,Deconstruction,Race relations,Sex differences,,,,"Critical integration, talking race, resisting rascism",Feminism and cultural imperialism: politics of difference.|Toni Morrison lectures.,Sound
3602159,CUL_Lectures_CU_3186_AM_1_1 | CUL_Lectures_CU_3186_AM_1_2 | CUL_Lectures_CU_3186_AM_2_1,1_mde8zhb0 | 1_n41psf67 | 1_uj0cvxx8,"Leary, Timothy, 1920-1996",,,,,,,,,1989-04-23,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell Civil Liberties Union., Lecture, April 23, 1989.",Leary advocates for individuality through a humorous look at the traditions and idols of mankind.,,160 minutes,eng,"Leary, Timothy, 1920-1996",Individuality,Individualism,United States--History--1961-1969,United States--Social life and customs--20th century--Anecdotes,,1900 - 1999,[Timothy Leary speaks at Cornell.],,Sound
3604641,CUL_Lectures_CU_3193_AM_1_1 | CUL_Lectures_CU_3193_AM_1_2,1_dlbgza1c | 1_gpkou6dx,"Szarkowski, John",,,,,,,,,1989-04-27,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Andrew D. White Professors-At-Large Program., Speaker(s): Director, Department of Photography, The Museum of Modern Art, NYC, Andrew D. White Professor-at-Large., Lecture, April 27, 1989.","A discussion of the early history of photography and its relation to art in those and later times, with particular emphasis on the different mechanical techniques of early cameras.",,70 minutes,eng,Photography--Early works to 1850,Art and photography,Cameras,,,,,Early photography and modernism,Andrew D. White Professors-At-Large lectures.,Sound
3604647,CUL_Lectures_CU_3202_AM_1_1,1_o5miq2g0,"Heiferman, Marvin",,,,,,,,,1989-04-29,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Herbert F. Johnson Museum of Art., Speaker(s): Curator, writer and book editor., Lecture, April 29, 1989.","Heiferman describes the uses of photography by the media and shows how the study of photography can be, in actuality, a historical review.",,43 minutes,eng,Photojournalism,Semiotics and the arts,Art and history,,,,,"Under the influence: art, photography and media culture",Crosscurrents: art images/commercial images.|Arthur S. Penn photography symposia.,Sound
3603273,CUL_Lectures_CU_3335_AM_1_1 | CUL_Lectures_CU_3335_AM_1_2,1_0pauwvr7 | 1_hd47b98l,"Giovanni, Nikki",,,,,,,,,1989-11-18,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Third World Student Programming Board., Speaker(s): Poet, recording artist and lecturer., Reading, November 18, 1989.",Giovanni reads six of her poems.,,,eng,,,,,,,1900 - 1999,Nikki Giovanni: an afternoon of poetry,Third world festival of the arts 89.,Sound
3603360,CUL_Lectures_CU_3396_AM_1_1 | CUL_Lectures_CU_3396_AM_1_2 | CUL_Lectures_CU_3396_AM_2_1,1_c3me401b | 1_y6ezaz62 | 1_odcteqfz,"Haley, Alex",,,,,,,,,1990-02-20,"Recorded in Ithaca, NY by Cornell University., Speaker(s): Author, Address, February 20, 1990, 8:00 pm, Bailey Hall.",,,,eng,,,,,,,,[Alex Haley speaks at Cornell.],,Sound
3603452,CUL_Lectures_CU_3518_AM_1_1 | CUL_Lectures_CU_3518_AM_1_2 | CUL_Lectures_CU_3518_AM_2_1,1_qpse8gdu | 1_doaryrkq | 1_v57jynkh,"Cixous, Hélène, 1937-",,,,,,,,,1990-04-19,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Women's Studies Program., Lecture, April 19, 1990.",,,,eng,,,,,,,,The ladder of writing: the school of dreams and the school of roots,,Sound
3603646,CUL_Lectures_CU_3563_AM_1_1 | CUL_Lectures_CU_3563_AM_1_2,1_ybcqmzcl | 1_6z5x4ov0,"MacDougall, Bonnie G.",,,,,,,,,1990-07-25,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Summer Session, Extramural Study, and Related Programs, Division of., Speaker(s): Associate professor of architecture, Cornell., Lecture, July 25, 1990, 7:30 pm, Alumni Hall.",,,85 minutes,eng,,,,,,,,Indian architecture and the mythological imagination,Summer Session lectures.,Sound
3603508,CUL_Lectures_CU_3575_AM_1_1 | CUL_Lectures_CU_3575_AM_1_2,1_1ygkq9zd | 1_71o483ag,"Pasternak, E. B. (Evgeniĭ Borisovich), 1923-",,,,,,,,,1990-09-17,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Department of Russian Literature,Soviet and East European Studies Program., Speaker(s): Eldest son of author of Doctor Zhivago, Senior Pasternak Scholar in the Soviet Union., Lecture, September 17, 1990, 4:30 pm, G-O8, Uris Hall.",,,66 minutes,eng,,,,,,,,The creation of Doctor Zhivago,,Sound
3603541,CUL_Lectures_CU_3618_AM_1_1 | CUL_Lectures_CU_3618_AM_1_2,1_15rwjee3 | 1_d1fo4f48,"Hays, K. Michael",,,,,,,,,1990-10-15,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, Department of., Speaker(s): Doctor of Philosophy, MIT., Lecture, October 15, 1990, 5:30 pm, 120 Baker Laboratory.",,,76 minutes,eng,,,,,,,,Mass culture and artistic autonomy,Preston H. Thomas memorial lectures.,Sound
3603543,CUL_Lectures_CU_3622_AM_1_1 | CUL_Lectures_CU_3622_AM_1_2,1_n265nfd9 | 1_zs0mvcmk,"Hays, K. Michael",,,,,,,,,1990-10-17,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, Department of., Speaker(s): Doctor of Philosophy, MIT., Lecture, October 17, 1990, 5:30 pm, 120 Baker Laboratory.",,,77 minutes,eng,,,,,,,,Ideology and the production of meaning,Preston H. Thomas memorial lectures.,Sound
3603750,CUL_Lectures_CU_3718_AM_1_1 | CUL_Lectures_CU_3718_AM_1_2,1_thr3aew5 | 1_dwyy5ldq,"Bhutto, Benazir, 1953-2007",,,,,,,,,1991-01-31,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell University Program Board,Center for International Studies,Sigma Phi Fraternity,Division of Campus Life,Cornell United Religious Works,Asian Studies, Dept. of,South Asia Program,Women's Studies Program,Program on International Development and Women,Pakistan Students Association., Speaker(s): Former Prime Minister of Pakistan, author of ""Policy in Perspective"" and ""Daughter of Destiny""., Lecture, January 31, 1991, 8:00 pm, Bailey Hall.",,,51 minutes,eng,,,,,,,,[Benazir Bhutto speaks at Cornell.],James Norris Oliphant distinguished speakers.,Sound
3603786,CUL_Lectures_CU_3735_AM_1_1 | CUL_Lectures_CU_3735_AM_1_2,1_q5dcm9k0 | 1_6du5qg3m,"Tobias, Sheila",,,,,,,,,1991-02-13,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Women's Studies., Speaker(s): Founder of Cornell's Women Studies Program., Lecture, February 13, 1991, 12:00 pm, 394 Uris Hall.",,,70 minutes,eng,,,,,,,,Schlafly phenomenon,,Sound
3603717,CUL_Lectures_CU_3892_AM_1_1 | CUL_Lectures_CU_3892_AM_1_2,1_22i7gwx7 | 1_csejdw0w,"Biden, Joseph R.",,,,,,,,,1991-04-19,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell Law School,Cornell Public Interest Law Union,Vice Provost Office,Institute of Public Affairs,Law Student Association,Prison Project,Community and Rural Development Institute,Civil Liberties Union,Eco-Justice,Africana Studies and Research Center,Black Law Students Association,N.Y.S. Bar Association,A.B.A., Speaker(s): U.S. Senator, Chair, U.S. Senate Judiciary Committee., Lecture, April 19, 1991, 8:00 pm, Moot Court Room, Myron Taylor Hall.",,,92 minutes,eng,,,,,,,,Equal justice under the law,Preserving fair process for indigent criminal defendents in an overloaded system.,Sound
3604446,CUL_Lectures_CU_4255_AM_1_1 | CUL_Lectures_CU_4255_AM_1_2,1_pi108jle | 1_whq1s2br,"Piper, Adrian",,,,,,,,,1992-02-27,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Philosophy Students Association,Rose Goldsen Fund,Ethics and Public Life Program,Society for the Humanities,Sage School of Philosophy., Speaker(s): Wellesley College., Lecture, February 27, 1992, 4:30 pm, Room D, Goldwin Smith Hall.",,,87 minutes,eng,,,,,,,,Xenophobia and Kantian rationalism,Theorizing race and racism.,Sound
3604151,CUL_Lectures_CU_4409_AM_1_1,1_pixnpt1u,"Mosse, George L. (George Lachmann), 1918-1999",,,,,,,,,1992-04-04,"Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Professor of history, University of Wisconsin at Madison, Clark Fellow (Cornell)., Lecture, April 4, 1992, 7:00 pm, 115 Tjaden Hall.",,,55 minutes,eng,,,,,,,,Theory of the monument of the Third Reich,"Architecture, memory, Holocaust: a symposium and exhibit.",Sound
3604155,CUL_Lectures_CU_4413_AM_1_1 | CUL_Lectures_CU_4413_AM_1_2,1_ydn0gusd | 1_0hgig78x,"Taylor, Mark C., 1945-",,,,,,,,,1992-04-05,"Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Professor of religion, Williams College., Lecture, April 5, 1992, 11:40 am, 115 Tjaden Hall.",,,73 minutes,eng,,,,,,,,Not architecture,"Architecture, memory, Holocaust: a symposium and exhibit.",Sound
3604156,CUL_Lectures_CU_4414_AM_1_1 | CUL_Lectures_CU_4414_AM_1_2,1_qlhpon0a | 1_7h6eteid,"Milton, Sybil",,,,,,,,,1992-04-05,"Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Senior Resident Historian, United States Holocaust Memorial Council., Lecture, April 5, 1992, 1:40 pm, 115 Tjaden Hall.",,,49 minutes,eng,,,,,,,,Changing meaning and context of Holocaust memorials in Germany,"Architecture, memory, Holocaust: a symposium and exhibit.",Sound
3604157,CUL_Lectures_CU_4415_AM_1_1 | CUL_Lectures_CU_4415_AM_1_2,1_f8f9ttgy | 1_3jqhn1tm,"Allen, Stan",,,,,,,,,1992-04-05,"Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Practicing architect, professor of architecture, Columbia University., Lecture, April 5, 1992, 2:30 pm, 115 Tjaden Hall.",,,63 minutes,eng,,,,,,,,Practices of laughter,"Architecture, memory, Holocaust: a symposium and exhibit.",Sound
3604158,CUL_Lectures_CU_4416_AM_1_1,1_v2mpybkp,"O'Neil, Shayne",,,,,,,,,1992-04-05,"Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Architect, professor of architecture, Massachusettes Institute of Technology., Lecture, April 5, 1992, 3:40 pm, 115 Tjaden Hall.",,,66 minutes,eng,,,,,,,,Autonomous art after Auschwitz: difficulty versus density,"Architecture, memory, Holocaust: a symposium and exhibit.",Sound
3604200,CUL_Lectures_CU_4417_AM_1_1 | CUL_Lectures_CU_4417_AM_1_2,1_eaz3v6b2 | 1_o0r5ln25,"Gilman, Sander L.",,,,,,,,,1992-04-05,"Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): The closing panel was made up of various speakers from the conference., Panel, April 5, 1992, 3:45 pm, 115 Tjaden Hall.",,,90 minutes,eng,,,,,,,,"Architecture, memory, Holocaust: closing remarks","Architecture, memory, Holocaust: a symposium and exhibit.",Sound
3604197,CUL_Lectures_CU_4430_AM_1_1 | CUL_Lectures_CU_4430_AM_1_2,1_r2h6duld | 1_5gw2pcbp,"Chavez, Cesar, 1927-1993",,,,,,,,,1992-04-08,"Recorded in Ithaca, NY by Cornell University., Sponsored by: La Asociacion Latina,Student Activities Finance Commission,College of Industrial and Labor Relations,Protestant Cooperative Ministry,Provost Malden Nesheim., Speaker(s): President and founder, United Farm Workers., Lecture, April 8, 1992, 8:00 pm, 200 Baker Laboratory.",,,75 minutes,eng,,,,,,,,No Grapes,,Sound
3604223,CUL_Lectures_CU_4444_AM_1_1 | CUL_Lectures_CU_4444_AM_1_2,1_wpulqgi0 | 1_kp8su45w,"Edwards, Melvin",,,,,,,,,1992-04-11,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Minority Organization of Architecture, Art and Planning., Speaker(s): Rutgers University., Lecture, April 11, 1992, 2:00 pm, 115 Tjaden Hall.",,,75 minutes,eng,,,,,,,,Art in architecture: the relationship of art to architecture from a cultural perspective,Actual American city: cultural visions and perspectives.,Sound
3604195,CUL_Lectures_CU_4446_AM_1_1 | CUL_Lectures_CU_4446_AM_1_2,1_zt0tbbl9 | 1_qz8cfpvf,"Appiah, Anthony",,,,,,,,,1992-04-13,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Rose Goldsen Fund,Ethics and Public Life Program,Gradaute Student Activities Funding Committee,Society for Humanities,Sage School of Philosophy., Speaker(s): Afro-American Studies, Harvard University., Lecture, April 13, 1992, 4:30 pm, Lecture Room D, Goldwin Smith Hall.",,,87 minutes,eng,,,,,,,,My father's house,Theorizing race and racism.,Sound
3602643,CUL_Lectures_CU_4605_AM_1_1 | CUL_Lectures_CU_4605_AM_1_2 | CUL_Lectures_CU_4605_AM_2_1,1_xqmipl6k | 1_6rugmc2x | 1_6kt7w2el,"Derrida, Jacques",,,,,,,,,1992-10-06,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): Professor of the History of Philosophy, Ecole des Hautes Etudes en Sciences Sociales, Paris, Former A.D. White Professor-At-Large., Lecture, October 6, 1992.","Derrida attempts to more closely define death and some of the semantics that surround it. Quoting extensively from Heiddeger, he discusses the limitations on knowledge of death and death's transferable, ever-pervasive property. NOTE: Speaker pauses in the first few moments of the lecture while a P.A. problem is corrected. 2-3 minutes of associated hum on the tape is quickly corrected.",,107 minutes,eng,,,,,,,,Is my death possible? (part I),,Sound
3602653,CUL_Lectures_CU_4606_AM_1_1 | CUL_Lectures_CU_4606_AM_1_2 | CUL_Lectures_CU_4606_AM_2_1 | CUL_Lectures_CU_4606_AM_2_2,1_zxhg8lmg | 1_lvwm4ijh | 1_2shil25z | 1_4p8uqitr,"Derrida, Jacques",,,,,,,,,1992-10-07,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): Professor of the History of Philosophy, Ecole des Hautes Etudes en Sciences Sociales, Paris, Former A.D. White Professor-At-Large., Lecture, October 7, 1992.","Derrida examines the concept of death and of ""Dasein"" as analyzed by Heidegger in his his text ""Being and Time"". In exploring the various constructions of death, he incorporates linguistical analyses as well as a comparison to other domains such as anthropology and history. He also argues that, although Heidegger denies the link, his analysis is not possible without a Judeo-Christian concept of death",,138 minutes,eng,,,,,,,,Is my death possible? (part II),,Sound
3603352,CUL_Lectures_CU_4633_AM_1_1,1_9h6tr2y4,"Denes, Agnes",,,,,,,,,1992-10-14,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Art, Department of,Johnson Museum of Art., Speaker(s): Visual artist, a retrospective of whose work is on exhibit at the Johnson Museum of Art, Fall 1992., Lecture, October 14, 1992.","In this lecture, delivered during a retrospective of her work at the Johnson Art Museum at Cornell, Fall 1992, Denes reflects on themes of her work as a visual artist such as mapping the invisible, mapping thoughts, the discovery of truth, reality and misconception. Specific works described include her ""Pyramid Series"", in which she translates Pascal's triangle into visual form, ""Tree Mountain"", and ""Wheat Field"".",,75 minutes,eng,,,,,,,,Mapping the invisible,Nancy G. Dickenson visiting artist lectures.,Sound
3604366,CUL_Lectures_CU_4683_AM_1_1 | CUL_Lectures_CU_4683_AM_1_2,1_j7qf7bd1 | 1_f4e18j5q,"Meier, Richard",,,,,,,,,1992-10-29,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, College of,Trustee Council, Cornell University., Speaker(s): Architect., Lecture, October 29, 1992.","Meier discusses the role of light in arhictecture, citing his own architecture in particular. He discusses the different aspects of architecture for different kinds of buidlings, focusing especially on museums. He analyzes the relationship between landscape and architecture, and concludes that space, light, and form are the heart of architecture.",,47 minutes,eng,,,,,,,,"Light, space and form: the heart of architecture",Trustee Council Weekend events.,Sound
3604914,CUL_Lectures_CU_4977_AM_1_1 | CUL_Lectures_CU_4977_AM_1_2,1_u38is2wp | 1_i1p398sn,"Vonnegut, Kurt",,,,,,,,,1993-04-20,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Spencer T. and Ann W. Olin Foundation., Speaker(s): Novelist., Address, April 20, 1993.","Speaking to a capacity audience of over 2,000 people at Bailey Hall, a congenial and unrestrained Vonnegut expresses opinions on such varied topics as the importance of community, social justice, literature, the weather, educational reform, war, censorship, technology, TM, Charles Manson, and Perry Mason. He also reccounts his experiences as a Cornell undergraduate in the 1940s.",,66 minutes,eng,,,,,,,,How to get a job like mine,Spencer T. and Ann W. Olin lectures.,Sound
3604984,CUL_Lectures_CU_5047_AM_1_1 | CUL_Lectures_CU_5047_AM_1_2,1_u0elfog1 | 1_3325b07j,"Hascup, George",,,,,,,,,1993-06-12,"Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Achitecture, Art and Planning., Speaker(s): Professor of architecture, Cornell., Lecture, June 12, 1993.","In his seminar, part of the 1993 Alumni Weekend, Hascup discusses various locations or structures on the Cornell campus which exhibit ""good design"" principles. Some of these locations include the Arts Quad, the Johnson Art Museum, the McGraw clock tower at Uris Library, the Law School buidlings, and the Performing Arts Center.",,83 minutes,eng,,,,,,,,"What is good design, and do we see any on the Cornell campus?",Alumni reunion weekend.,Sound
3605219,CUL_Lectures_CU_5138_AM_1_1 | CUL_Lectures_CU_5138_AM_1_2,1_abu1ayv2 | 1_473gyghn,"Colomina, Beatriz",,,,,,,,,1993-10-26,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, Art and Planning, College of,Architecture Department., Speaker(s): Professor of architecture, Princeton University., Lecture, October 26, 1993, 5:30 pm, 200 Baker Laboratory.","Colomina examines the interplay between high and mass culture, and the influence of that interaction, along with the advertising techniques of the technological revolution, on modern architecture.",,73 minutes,eng,,,,,,,,Modern architecture and the mass media,Publicity and privacy: modern architecture as mass media.|Preston H. Thomas memorial lectures.,Sound
3605332,CUL_Lectures_CU_5465_AM_1_1 | CUL_Lectures_CU_5465_AM_1_2 | CUL_Lectures_CU_5465_AM_2_1,1_rf21ee7j | 1_6gu8c5r0 | 1_5xr6sgkg,"Nasr, Seyyed Hossein",,,,,,,,,1994-09-22,"Recorded in Ithaca, NY by Cornell University., Sponsored by: Near Eastern Studies, Department of,History of Art, Department of., Speaker(s): University Professor of Islamic Studies, George Washington University, Andrew D. White Professor-at-Large, Cornell., Lecture, September 22, 1994, 4:30pm, 374 Rockefeller Hall.","In this second in a series of three lectures, Nasr first discusses the presence of calligraphy in Islamic art, as well as the extensive use of complex geometry in design. He then introduces the topic of hierarchy in Islamic art, noting that, as in the West, architecture is preeminent, while art that is closest to the individual, such as clothing, is secondary. He notes that Islamic architecture's primary function is to promote quiet or peace.",,137 minutes,eng,,,,,,,,The hierarchy of Islamic arts,The philosophy and meaning of art in Islam.,Sound
