001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,045_##$a,100_1#$a,100_1#$c,100_1#$d,100_1#$q,240_10$a,240_10$l,245_10$a,245_10$b,245_10$h,245_12$a,245_12$h,245_13$a,245_13$h,245_14$a,245_14$h,260_##$c,300_##$a,300_##$b,500_##$a,505_0#$a,510_4#$a,510_4#$b,510_4#$c,518_##$a,520_##$a,540_##$a,600_00$a,600_00$d,600_00$x,600_07$0,600_07$2,600_07$a,600_07$d,600_10$a,600_10$d,600_10$q,600_10$t,600_10$x,600_17$0,600_17$2,600_17$a,600_17$d,600_17$q,610_10$a,610_10$b,610_17$0,610_17$2,610_17$a,610_17$b,610_20$a,610_20$x,610_20$y,610_27$0,610_27$2,610_27$a,611_27$0,611_27$2,611_27$a,630_#7$0,630_#7$2,630_#7$a,630_00$a,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,651_#0$a,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_1#$4,710_1#$a,710_1#$b,830_#0$a,830_#0$p,830_#4$a,899_1#$a,905_##$a,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$x,leader
3601570,20151214211225.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(OCoLC)63897828,NIC,NIC,NIC,,"McGovern, George S.",,1922-2012.,"(George Stanley),",,,Presidential forum: George McGovern,,[sound recording],,,,,,,1983.,1 sound cassette (90 min.) :,"analog, mono.",Sponsored by: Frontlash.,,,,,"Lecture, September 29, 1983.","McGovern describes his plans if elected in 1984 and discusses some of
                the problems facing the Reagan administration.",,,,,,,,,"McGovern, George S.",1922-2012.,"(George Stanley),",,,(OCoLC)fst01801258,fast,"McGovern, George S.",1922-2012,"(George Stanley),",,,,,,,,,,,,,,,,,,,,,,Presidents,,Election.,,,(OCoLC)fst01075747,fast,Presidents,Election,,,,,,,,,,,,,,,,,,,,,,CULectures,20000330120000.0,20141221,m,batch,lts,addfast,01151cim a22003012u 4500
3601389,20151214182839.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(OCoLC)63897516,NIC,NIC,NIC,,"Robeson, Paul,",,1898-1976.,,,,Commentary on two films,,[sound recording],,,,,,,1983.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, October 5, 1983.","Robeson introduces two films of his father's which present views
                of the black actor.",,,,,,,,,"Robeson, Paul,",1898-1976.,,,,(OCoLC)fst00055431,fast,"Robeson, Paul,",1898-1976,,,,,,,,,,,,,,,,,,,,,,,African American actors.,,Afro-American actors.,,,(OCoLC)fst00798998,fast,African American actors,,,,,,,,,,,,,,,,,,,,,,,CULectures,20000317120000.0,20141221,m,batch,lts,addfast,01040cim a22003012u 4500
3601415,20151214182843.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(OCoLC)63897561,NIC,NIC,NIC,,"Angelakē-Rouk, Katerina.",,,,,,Katerina Anghelaki-Hook reads her own poetry,,[sound recording],,,,,,,1983.,1 sound cassette (60 min.) :,"analog, mono.","Sponsored by: Hellenic Student Association,Ithaca Community
                Poets.",,,,,"Reading, November 7, 1983.",Anghelaki-Rooke's poems recall her Greek ancestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greek poetry, Modern.",,"Themes, motives.",,,(OCoLC)fst01067914,fast,"Poets, Greek (Modern)","Themes, motives",,,,,,,,,,,,,,,,,,,,,,CULectures,20000114120000.0,20141221,m,batch,lts,addfast,01160cim a22003252u 4500
3601424,20160106133444.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(OCoLC)63897578,NIC,NIC,NIC,,"Brant, Beth,",,1941-2015.,,,,,,,"A gathering of spirit: a reading of North American Indian
                womens' writing",[sound recording],,,,,1983.,1 sound cassette (70 min.) :,"analog, mono.",Sponsored by: Women's Studies Program.,,,,,"Reading, November 11, 1983.","Brant reads and discusses a selection of poetry written by Native
                American women.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian poetry.,Poetry.,,,,(OCoLC)fst01177198,fast,Women authors,,,,,,,,,,(OCoLC)fst01423828,fast,Poetry,,,,,,,,,,,CULectures,20000414120000.0,20141221,m,batch,lts,addfast,01220cim a22003372u 4500
3601455,20151214182848.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(OCoLC)63897633,NIC,NIC,NIC,,"Stoddard, Thomas B.",,,,,,"Gay people and civil rights: how far, how fast",,[sound recording],,,,,,,1983.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, December 8, 1983.","Stoddard describes gay rights at both the federal and state levels,
                as well as at Cornell University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gay rights.,,,,United States.,(OCoLC)fst00939213,fast,Gay rights,,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,,CULectures,20000327120000.0,20141221,m,batch,lts,addfast,01155cim a22003252u 4500
3601458,20151214182848.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng ,(OCoLC)63897640,NIC,NIC,NIC,,"Gates, Henry Louis,",Jr.,,,,,"Race, writing and difference",,[sound recording],,,,,,,1983.,1 sound cassette (80 min.) :,"analog, mono.","Sponsored by: English, Department of.",,,,,"Lecture, December 15, 1983.",Gates discusses black writing styles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comparative literature,,"Themes, motives.",,,(OCoLC)fst01735633,fast,Comparative literature,"Themes, motives",,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01018cim a22003012u 4500
3601474,20151214182851.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897665,NIC,NIC,NIC,,"Porter, Katherin Anne.",,,,,,Lecture on her work,,[sound recording],,,,,,,1984.,1 sound cassette (60 min.) :,"analog, mono.","Sponsored by: Art, Department of.",,,,,"Lecture, February 6, 1984.",Porter discusses her artwork.,,,,,,,,,"Porter, Katherine Anne,",1890-1980,,,,(OCoLC)fst00033438,fast,"Porter, Katherine Anne,",1890-1980,,,,,,,,,,,,,,,,,,,,,,,Artists,,,,United States.,(OCoLC)fst01177159,fast,Women artists,,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,,CULectures,20000404120000.0,20141221,m,batch,lts,addfast,01127cim a22003372u 4500
3601347,20151214182834.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897441,NIC,NIC,NIC,,"Wettig-Danielmeier, Inge,",,1936-,,,,Women and the West German peace movement,,[sound recording],,,,,,,1984.,1 sound cassette (85 min.) :,"analog, mono.","Sponsored by: Peace Studies Program,Women's Studies
                Program.",,,,,"Lecture, February 24, 1984.","Wettig-Danielmeier dicusses the role of women in West German politics
                and the peace movement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women and peace.,,"Societies, etc.",,,(OCoLC)fst01177101,fast,Women and peace,"Societies, etc.",Germany (West),Politics and government.,,,(OCoLC)fst01210273,fast,Germany (West),,,,,,,,,,,,,,,CULectures,20000407120000.0,20141221,m,batch,lts,addfast,01258cim a22003372u 4500
3601348,20151214182834.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897443,NIC,NIC,NIC,,"Ba-Yunus, Ilyas.",,,,,,"Alternative choices: solutions to modern man's
                problems",,[sound recording],,,,,,,1984.,1 sound cassette (70 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, February 24, 1984.","Ba-Yunus presents a personal assessment of the current state of Islam
                in the Middle East.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam and politics.,,Doctrines.,,,(OCoLC)fst00979787,fast,Islam,Doctrines,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,00993cim a22002892u 4500
3601352,20151214182834.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897453,NIC,NIC,NIC,,"Burak, David,",,1945-,,,,,,,,,,,"The seizure of Willard Straight Hall and its meaning for today: a
                fifteen year retrospective",[sound recording],1984.,2 sound cassettes (105 min.) :,"analog, mono.","Sponsored by: Interfraternity Council,Ujamaa Residential
                College,Willard Straight Hall Programming Board.",,,,,"Lecture, February 28, 1984.","Panel looks back on the Willard Straight Hall takeover from various
                perspectives.",,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,History,20th century.,(OCoLC)fst00530369,fast,Cornell University,,,,,,,,fast,1900 - 1999,Discrimination in education.,,Political activity.,,,(OCoLC)fst01136098,fast,Students,Political activity,,,,,,,,,(OCoLC)fst01411628,fast,History,"McConkey, James.",,,,,,,,,,CULectures,20000308120000.0,20141221,m,batch,lts,addfast,01494cim a22003852u 4500
3601360,20151214182835.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897468,NIC,NIC,NIC,,"Kennedy, Florynce,",,1916-2000.,,,,Feminist activism and the law,,[sound recording],,,,,,,1984.,1 sound cassette (59 min.) :,"analog, mono.","Sponsored by: Women's Law Coalition,Women's Studies
                Program,Architecture, Art and Planning, College of,Vice-President of Campus Affairs,
                Research and Advanced Studies,ABA-Law, Student Division.",,,,,"Lecture, March 2, 1984.","Kennedy describes the ""place"" of women in the legal
                profession.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women,,Political activity.,,,(OCoLC)fst01734136,fast,Women,Political activity,,,,,,,,,,,,,,,,,,,,,,CULectures,20000217120000.0,20141221,m,batch,lts,addfast,01324cim a22003372u 4500
3601373,20151214182837.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897490,NIC,NIC,NIC,,"Lowi, Theodore J.",,,,,,Can Anyone Defeat Reagan?,,[sound recording],,,,,,,1984.,1 sound cassette (90 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, March 6, 1984.","Lowi and Ginsberg discuss the possibility and probability of Reagan
                being defeated in the upcoming election.",,,,,,,,,,,,,,,,,,,United States.,President (1981-1989 : Reagan) ,,,,,,,,,,,,,,,,,,,,Elections,,United States.,,,(OCoLC)fst01069977,fast,"Politics, Practical",,,,,,,,,,,,,"Ginsberg, Benjamin.",,,,,,,,,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01051cim a22003012u 4500
3601375,20151214182837.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897493,NIC,NIC,NIC,,"Howard, Michael.",,,,,,,,,,,,,The United States and the Wider World,[sound recording],1984.,1 sound cassette (80 min.) :,"analog, mono.",Sponsored by: University Lectures Committee.,,,,,"Lecture, March 7, 1984.","Howard examines the weaknesses of the United States' foreign
                policy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01907412,fast,Diplomatic relations,,United States,Foreign relations.,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,,CULectures,20000414120000.0,20141221,m,batch,lts,addfast,00994cim a22002892u 4500
3601378,20151214182838.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897496,NIC,NIC,NIC,,"Dubelman, Richard.",,,,,,"Producing, directing, writing movies",,[sound recording],,,,,,,1984.,1 sound cassette (65 min.) :,"analog, mono.","Sponsored by: Sigma Phi Fraternity,Ithaca Filmmakers at Cornell
                (IFMAC),Willard Straight Hall Programming Board.",,,,,"Lecture, March 7, 1984.","Dubelman gives a professional's perspective on writing,
                producing, and directing for the motion picture and television industry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motion picture industry,,Production and direction.,,United States.,(OCoLC)fst01027357,fast,Motion pictures,Production and direction,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,James Norris Oliphant distinguished speakers.,,,CULectures,20000330120000.0,20141221,m,batch,lts,addfast,01332cim a22003252u 4500
3602463,20151214183130.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63899410,NIC,NIC,NIC,,"Mbata, J. Congress.",,,,,,"USA, developing nations and world community",,[sound recording],,,,,,,1984.,1 sound cassette (80 min.) :,"analog, mono.","Sponsored by: Interreligious International Ministries Committee
                (IRIM),Center for World Community.",,,,,"Lecture, March 12, 1984.",,No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,,,,,,00795cim a22002412u 4500
3601313,20151214182829.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897392,NIC,NIC,NIC,,"Mbata, J. Congress.",,,,,,"USA, developing nations and world community, part 2",,[sound recording],,,,,,,1984.,1 sound cassette (75 min.) :,"analog, mono.","Sponsored by: Interreligious International Ministries Committee
                (IRIM),Center for World Community.",,,,,"Lecture, March 14, 1984.","Mbata presents his view of a future ""global
                village"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International relations.,,,,,(OCoLC)fst00977053,fast,International relations,,Developing countries.,Foreign relations.,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01298cim a22003492u 4500
3601299,20151214182827.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897372,NIC,NIC,NIC,,"Lopez-Baralt, Mercedes.",,,,,,,,,,,,,"The political iconography of the new world: the foundation myth in
                Catholic, Protestant and Native icons",[sound recording],1984.,1 sound cassette (45 min.) :,"analog, mono.","Sponsored by: Romance Studies, Department of,Society for the
                Humanities,American Studies Program,Women's Studies Program,Arts and Sciences,
                College of.",,,,,"Lecture, March 15, 1984.","Lopez-Baralt traces the history and development of European
                iconography and emblems in the New World.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mythology.,,,,,(OCoLC)fst01031701,fast,Mythology,,,,,,,,,,,,,,,,,,,,Political iconography of the New World.,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01356cim a22003372u 4500
3601337,20151214182832.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897424,NIC,NIC,NIC,,"Cotton, Dorothy.",,,,,,Ways toward peace in the world community,,[sound recording],,,,,,,1984.,1 sound cassette (45 min.) :,"analog, mono.","Sponsored by: Center for World Community,Interreligious International
                Ministries Committee (IRIM).",,,,,"Lecture, April 9, 1984.","Cotton discusses the need for global understanding between
                nations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberty.,,,,,(OCoLC)fst01055758,fast,Peace,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01107cim a22003252u 4500
3601326,20151214182831.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897409,NIC,NIC,NIC,,"Mari Bras, Juan.",,,,,,Lecture on current Latin American politics,,[sound recording],,,,,,,1984.,1 sound cassette (55 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, April 11, 1984.","Bras discusses the United States' dominance of Puerto Rico and
                its resistance to granting independence to the island.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01069781,fast,Political science,,Latin America,Politics and government.,,Latin America.,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,,CULectures,20000307120000.0,20141221,m,batch,lts,addfast,01283cim a22003372u 4500
3601108,20151214182802.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897065,NIC,NIC,NIC,,"Certeau, Michel de.",,,,,,,,,,,,,"The problem of believing preliminaries to an historical anthropology
                of believability",[sound recording],1984.,1 sound cassette (90 min.) :,"analog, mono.",Sponsored by: University Lectures Committee.,,,,,"Lecture, April 16, 1984.","deCerteau discusses the role of belief in primitive
                cultures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthropology.,,,,,(OCoLC)fst00830133,fast,"Belief, Problem of (Literature)",,,,,,,,,,,,,,,,,,,,,,,CULectures,20000303120000.0,20141221,m,batch,lts,addfast,01170cim a22003252u 4500
3601310,20151214182829.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897388,NIC,NIC,NIC,,"York, Herbert F.",,,(Herbert Frank),,,,,,,,,,The nuclear arms race: why it is so hard to deal with,[sound recording],1984.,1 sound cassette (45 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, April 17, 1984.","York describes the nuclear arms race and the problems inherent in
                dealing with it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arms race.,,Social aspects.,,,(OCoLC)fst01040951,fast,Nuclear warfare,Social aspects,,,,,,,,,,,,,,,,,,,Messenger lectures.,,,CULectures,20000103120000.0,20141221,m,batch,lts,addfast,01085cim a22003132u 4500
3604586,20151214183427.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63903037,NIC,NIC,NIC,,"Derrida, Jacques.",,,,,,Invention of the truth,,[sound recording],,,,,,,1984.,2 sound cassettes (90 min.) :,"analog, mono.","Sponsored by: Andrew D. White Professors-At-Large Program,Romance
                Studies, Department of.",,,,,"Lecture, April 18, 1984.","Derrida discusses different ideas of, feelings about, and cultural
                groupings of inventions and invention methods.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inventions.,,,,,(OCoLC)fst01158235,fast,Truth,,,,,,,,,,,,,,,,,,,,Andrew D. White Professors-At-Large lectures.,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01205cim a22003372u 4500
3601343,20151214182833.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897435,NIC,NIC,NIC,,"York, Herbert F.",,,(Herbert Frank),,,,,,,,,,The nuclear arms race: what might be done,[sound recording],1984.,1 sound cassette (50 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, April 19, 1984.","York explores the history of, and politics behind, the nuclear arms
                race. He suggests steps which the United States government and universities can take
                in order to halt the cold war.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International relations.,,Social aspects.,,,(OCoLC)fst01040951,fast,Nuclear warfare,Social aspects,,,,,,,,,,,,,,,,,,,Messenger lectures.,,,CULectures,20000103120000.0,20141221,m,batch,lts,addfast,01281cim a22003372u 4500
3601123,20151214182804.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897087,NIC,NIC,NIC,,"Derrida, Jacques.",,,,,,"Invention in the nuclear age--no apocalypse, not now",,[sound recording],,,,,,,1984.,2 sound cassettes (75 min.) :,"analog, mono.","Sponsored by: Peace Studies Program,University Lectures
                Committee,Western Societies Program,Arts and Sciences, College of,Women's
                Studies Program,Romance Studies, Department of.",,,,,"Lecture, April 20, 1984.","Derrida distinguishes between the fiction and reality of nuclear war,
                places the nuclear age within the context of history, and clarifies the role of the
                critic in nuclear discourse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semiotics.,,Social aspects.,,,(OCoLC)fst01112351,fast,Semiotics,Social aspects,,,,,,,,,,,,,,,,,,,Diacritics colloquia.,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01538cim a22003732u 4500
3601191,20151214182813.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897201,NIC,NIC,NIC,,"Habermas, Jurgen.",,,,,,Dionysics vs. romantic,,[sound recording],,,,,,,1984.,1 sound cassette (72 min.) :,"analog, mono.","Speaker(s): Professor of sociology at the Frankfurt School, West
                Germany.",,,,,"Lecture, September 6, 1984.","Habermas analyzes the philosophical discourse surrounding modernity
                and postmodernity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast,1700 - 1899,Social science,,Philosophy.,18th and 19th century.,,(OCoLC)fst01060777,fast,Philosophy,,,,,,,,,,(OCoLC)fst01411628,fast,History,,,,,,,,Messenger lectures.,,"The Philosophical discourse on modernity and postmodernity.
            ",CULectures,20000508120000.0,20141221,m,batch,lts,addfast,01316cim a22003612u 4500
3601190,20151214182813.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897200,NIC,NIC,NIC,,"Habermas, Jurgen.",,,,,,,,,,,,,The Triple heritage of Nietzsche,[sound recording],1984.,1 sound cassette (70 min.) :,"analog, mono.","Speaker(s): Professor of sociology at the Frankfurt School, West
                Germany.",,,,,"Lecture, September 7, 1984.","Habermas examines Nietzsche's interpretations of the modernity
                and postmodernity debate.",,,,,,,,,"Nietzsche, Friedrich Wilhelm,",1844-1900 ,,,,(OCoLC)fst00031611,fast,"Nietzsche, Friedrich Wilhelm,",1844-1900,,,,,,,,,,,,,,,,,,,,,fast,1700 - 1899,Social science,,Philosophy.,18th and 19th century.,,(OCoLC)fst01060777,fast,Philosophy,,,,,,,,,,(OCoLC)fst01411628,fast,History,,,,,,,,Messenger lectures.,,"The philosophical discourse on modernity and
                postmodernity.",CULectures,20000508120000.0,20141221,m,batch,lts,addfast,01363cim a22003612u 4500
3601188,20151214182813.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(OCoLC)63897198,NIC,NIC,NIC,,"Habermas, Jurgen.",,,,,,Heidegger's overcoming of occidental rationalism,,[sound recording],,,,,,,1984.,1 sound cassette (62 min.) :,"analog, mono.","Speaker(s): Professor of sociology at the Frankfurt School, West
                Germany.",,,,,"Lecture, September 10, 1984.","Habermas discusses the theories of Heidegger and their relation to
                modernity, postmodernity and rationalism.",,,,,,,,,"Heidegger, Martin,",1889-1976.,,,,(OCoLC)fst00032385,fast,"Heidegger, Martin,",1889-1976,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,Rationalism.,,Philosophy.,20th century.,,(OCoLC)fst01090275,fast,Rationalism,,,,,,,,,,,,,,,,,,,,Messenger lectures.,,"The philosophical discourse on modernity and
                postmodernity.",CULectures,20000508120000.0,20141221,m,batch,lts,addfast,01414cim a22003732u 4500
